geth-1.15  | 2025-06-03T07:48:53.257826637Z ERROR[06-03|07:48:53.257] Head block is not reachable
funder-1   | 2025-06-03T07:48:53.090801060Z Error: error sending request for url (http://eth-node:8545/)
bundler-1         | 2025-06-03T07:49:46.454496014Z {"level":"DEBUG","time":1748936986452,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:46.454506243Z {"level":"DEBUG","time":1748936986453,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:46.454511312Z {"level":"DEBUG","time":1748936986453,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:46.454514298Z {"level":"DEBUG","time":1748936986453,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:46.488632405Z {"level":"DEBUG","time":1748936986488,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:46.516900701Z {"level":"DEBUG","time":1748936986516,"pid":1,"hostname":"5193f7b95676","status":"valid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:46.517369769Z {"level":"DEBUG","time":1748936986516,"pid":1,"hostname":"5193f7b95676","msg":"Attempting to replace/add UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:46.517378435Z {"level":"DEBUG","time":1748936986516,"pid":1,"hostname":"5193f7b95676","msg":"Reputation and throttling checks passed"}
bundler-1         | 2025-06-03T07:49:46.517383575Z {"level":"DEBUG","time":1748936986516,"pid":1,"hostname":"5193f7b95676","addr":"0x156bdce49b018ae1afca477c631deb03072ba5bb","msg":"Updating factory count..."}
bundler-1         | 2025-06-03T07:49:46.517397661Z {"level":"DEBUG","time":1748936986516,"pid":1,"hostname":"5193f7b95676","addr":"0x156BDcE49b018ae1AfCa477C631dEB03072BA5bb","msg":"Updating seen status with reputation manager"}
bundler-1         | 2025-06-03T07:49:46.517400346Z {"level":"DEBUG","time":1748936986517,"pid":1,"hostname":"5193f7b95676","sender":"0xbc2deCD29184376C2DdEF797e120Eb6E16D7868A","nonce":"0x0","userOpHash":"0x245b7d664a693dfd1ed8af572241ac2c49b1890003609f24179841fef241011a","status":"pending","is7702":false,"msg":"Successfully added/updated UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:46.517403312Z {"level":"DEBUG","time":1748936986517,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(440)"}
bundler-1         | 2025-06-03T07:49:46.520808703Z {"level":"DEBUG","time":1748936986520,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(441)"}
bundler-1         | 2025-06-03T07:49:46.521104786Z {"level":"DEBUG","time":1748936986520,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(441)"}
bundler-1         | 2025-06-03T07:49:46.716756299Z {"level":"DEBUG","time":1748936986716,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(442)"}
bundler-1         | 2025-06-03T07:49:46.718798250Z {"level":"DEBUG","time":1748936986716,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:46.718809801Z {"level":"DEBUG","time":1748936986717,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:46.718814049Z {"level":"DEBUG","time":1748936986717,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:46.718816935Z {"level":"DEBUG","time":1748936986717,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:46.749877833Z {"level":"DEBUG","time":1748936986749,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:46.775213398Z {"level":"DEBUG","time":1748936986775,"pid":1,"hostname":"5193f7b95676","status":"valid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:46.775683608Z {"level":"DEBUG","time":1748936986775,"pid":1,"hostname":"5193f7b95676","msg":"Attempting to replace/add UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:46.775712863Z {"level":"DEBUG","time":1748936986775,"pid":1,"hostname":"5193f7b95676","msg":"Reputation and throttling checks passed"}
bundler-1         | 2025-06-03T07:49:46.775722761Z {"level":"DEBUG","time":1748936986775,"pid":1,"hostname":"5193f7b95676","addr":"0xbe43e7caa637f6ec4248641475804d472d06ef8e","msg":"Updating factory count..."}
bundler-1         | 2025-06-03T07:49:46.775727019Z {"level":"DEBUG","time":1748936986775,"pid":1,"hostname":"5193f7b95676","addr":"0xbE43e7cAa637f6ec4248641475804D472D06Ef8E","msg":"Updating seen status with reputation manager"}
bundler-1         | 2025-06-03T07:49:46.775730786Z {"level":"DEBUG","time":1748936986775,"pid":1,"hostname":"5193f7b95676","sender":"0x5cdf6eA00072a17B4cA6962904668dacE64b6cfC","nonce":"0x0","userOpHash":"0xae532331af16c75f1fb6298bde7839573edcd3a5f330b4ddd7237706ab25165e","status":"pending","is7702":false,"msg":"Successfully added/updated UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:46.775747046Z {"level":"DEBUG","time":1748936986775,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(442)"}
bundler-1         | 2025-06-03T07:49:46.778888085Z {"level":"DEBUG","time":1748936986778,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(443)"}
bundler-1         | 2025-06-03T07:49:46.779178663Z {"level":"DEBUG","time":1748936986778,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(443)"}
bundler-1         | 2025-06-03T07:49:46.875563370Z {"level":"DEBUG","time":1748936986875,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(444)"}
bundler-1         | 2025-06-03T07:49:46.877668047Z {"level":"DEBUG","time":1748936986875,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:46.877678236Z {"level":"DEBUG","time":1748936986876,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:46.877681873Z {"level":"DEBUG","time":1748936986876,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:46.877684598Z {"level":"DEBUG","time":1748936986876,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:46.912040578Z {"level":"DEBUG","time":1748936986911,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:46.940187360Z {"level":"DEBUG","time":1748936986940,"pid":1,"hostname":"5193f7b95676","status":"valid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:46.940658121Z {"level":"DEBUG","time":1748936986940,"pid":1,"hostname":"5193f7b95676","msg":"Attempting to replace/add UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:46.940667539Z {"level":"DEBUG","time":1748936986940,"pid":1,"hostname":"5193f7b95676","msg":"Reputation and throttling checks passed"}
bundler-1         | 2025-06-03T07:49:46.940672759Z {"level":"DEBUG","time":1748936986940,"pid":1,"hostname":"5193f7b95676","addr":"0xf7ecd4cb3c2b399170f815a80754396f8e9aff84","msg":"Updating factory count..."}
bundler-1         | 2025-06-03T07:49:46.940677878Z {"level":"DEBUG","time":1748936986940,"pid":1,"hostname":"5193f7b95676","addr":"0xF7ecD4CB3C2B399170f815A80754396F8E9Aff84","msg":"Updating seen status with reputation manager"}
bundler-1         | 2025-06-03T07:49:46.940680824Z {"level":"DEBUG","time":1748936986940,"pid":1,"hostname":"5193f7b95676","sender":"0x567a7f053F60567f4A7F17CfEE159fcdd1aDc2d6","nonce":"0x0","userOpHash":"0x8a50a1fa13cc71462f992921a8c459bc8f60504fce379390279cabedb8220c08","status":"pending","is7702":false,"msg":"Successfully added/updated UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:46.940683869Z {"level":"DEBUG","time":1748936986940,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(444)"}
bundler-1         | 2025-06-03T07:49:46.943979756Z {"level":"DEBUG","time":1748936986943,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(445)"}
bundler-1         | 2025-06-03T07:49:46.944271865Z {"level":"DEBUG","time":1748936986943,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(445)"}
bundler-1         | 2025-06-03T07:49:47.141138030Z {"level":"DEBUG","time":1748936987140,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(446)"}
bundler-1         | 2025-06-03T07:49:47.143216428Z {"level":"DEBUG","time":1748936987141,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:47.143227178Z {"level":"DEBUG","time":1748936987141,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:47.143230835Z {"level":"DEBUG","time":1748936987141,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:47.143233390Z {"level":"DEBUG","time":1748936987141,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:47.177622442Z {"level":"DEBUG","time":1748936987177,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:47.206240901Z {"level":"DEBUG","time":1748936987206,"pid":1,"hostname":"5193f7b95676","status":"valid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:47.206732033Z {"level":"DEBUG","time":1748936987206,"pid":1,"hostname":"5193f7b95676","msg":"Attempting to replace/add UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:47.206743485Z {"level":"DEBUG","time":1748936987206,"pid":1,"hostname":"5193f7b95676","msg":"Reputation and throttling checks passed"}
bundler-1         | 2025-06-03T07:49:47.206747091Z {"level":"DEBUG","time":1748936987206,"pid":1,"hostname":"5193f7b95676","addr":"0x3812a4b0d3544ce964fa9557cf1040311f098f31","msg":"Updating factory count..."}
bundler-1         | 2025-06-03T07:49:47.206749806Z {"level":"DEBUG","time":1748936987206,"pid":1,"hostname":"5193f7b95676","addr":"0x3812A4b0D3544cE964fa9557cf1040311f098F31","msg":"Updating seen status with reputation manager"}
bundler-1         | 2025-06-03T07:49:47.206752481Z {"level":"DEBUG","time":1748936987206,"pid":1,"hostname":"5193f7b95676","sender":"0x51841A976cCcC87b1Fc40027a85aa45dB1728417","nonce":"0x0","userOpHash":"0x07b3ad94e2353ee8c7b9d6b22ed212ab5dc9a2283471b80e82fd4fba31834790","status":"pending","is7702":false,"msg":"Successfully added/updated UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:47.206767489Z {"level":"DEBUG","time":1748936987206,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(446)"}
bundler-1         | 2025-06-03T07:49:47.210113064Z {"level":"DEBUG","time":1748936987210,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(447)"}
bundler-1         | 2025-06-03T07:49:47.210481420Z {"level":"DEBUG","time":1748936987210,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(447)"}
bundler-1         | 2025-06-03T07:49:47.406181210Z {"level":"DEBUG","time":1748936987406,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(448)"}
bundler-1         | 2025-06-03T07:49:47.408524663Z {"level":"DEBUG","time":1748936987406,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:47.408536105Z {"level":"DEBUG","time":1748936987406,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:47.408539701Z {"level":"DEBUG","time":1748936987406,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:47.408542196Z {"level":"DEBUG","time":1748936987406,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:47.433290650Z {"level":"DEBUG","time":1748936987433,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:47.443096803Z {"level":"ERROR","time":1748936987442,"pid":1,"hostname":"5193f7b95676","violation":{"address":"0xaebd809a8178aa704e0ebc054178fb7c1d29147e","delegatecallStorageAddress":"0xaebd809a8178aa704e0ebc054178fb7c1d29147e","depth":3,"entity":"factory","errorCode":-32502,"rule":"STO-010","callFrameType":"CALL","description":"factory has forbidden write to 0xaebd809a8178aa704e0ebc054178fb7c1d29147e slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:49:47.443112251Z {"level":"DEBUG","time":1748936987442,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:47.443116840Z {"level":"ERROR","time":1748936987442,"pid":1,"hostname":"5193f7b95676","error":"factory has forbidden write to 0xaebd809a8178aa704e0ebc054178fb7c1d29147e slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39","msg":"<--- Error handling method requestId(448)"}
bundler-1         | 2025-06-03T07:49:47.446498485Z {"level":"DEBUG","time":1748936987446,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(449)"}
bundler-1         | 2025-06-03T07:49:47.446846269Z {"level":"DEBUG","time":1748936987446,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(449)"}
bundler-1         | 2025-06-03T07:49:47.669525684Z {"level":"DEBUG","time":1748936987669,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(450)"}
bundler-1         | 2025-06-03T07:49:47.671601467Z {"level":"DEBUG","time":1748936987669,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:47.671613860Z {"level":"DEBUG","time":1748936987670,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:47.671618829Z {"level":"DEBUG","time":1748936987670,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:47.671622827Z {"level":"DEBUG","time":1748936987670,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:47.705238644Z {"level":"DEBUG","time":1748936987705,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:47.717671366Z {"level":"ERROR","time":1748936987717,"pid":1,"hostname":"5193f7b95676","violation":{"address":"0xd22c168275e6687dabb0ff0f74f360635d5ba3f7","delegatecallStorageAddress":"0xd22c168275e6687dabb0ff0f74f360635d5ba3f7","depth":4,"entity":"factory","errorCode":-32502,"rule":"STO-010","callFrameType":"CALL","description":"factory has forbidden write to 0xd22c168275e6687dabb0ff0f74f360635d5ba3f7 slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:49:47.717688408Z {"level":"DEBUG","time":1748936987717,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:47.717721500Z {"level":"ERROR","time":1748936987717,"pid":1,"hostname":"5193f7b95676","error":"factory has forbidden write to 0xd22c168275e6687dabb0ff0f74f360635d5ba3f7 slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39","msg":"<--- Error handling method requestId(450)"}
bundler-1         | 2025-06-03T07:49:47.721025216Z {"level":"DEBUG","time":1748936987720,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(451)"}
bundler-1         | 2025-06-03T07:49:47.721327945Z {"level":"DEBUG","time":1748936987721,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(451)"}
bundler-1         | 2025-06-03T07:49:47.917404934Z {"level":"DEBUG","time":1748936987917,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(452)"}
bundler-1         | 2025-06-03T07:49:47.919613837Z {"level":"DEBUG","time":1748936987917,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:47.919626741Z {"level":"DEBUG","time":1748936987918,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:47.919631310Z {"level":"DEBUG","time":1748936987918,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:47.919635107Z {"level":"DEBUG","time":1748936987918,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:47.953081766Z {"level":"DEBUG","time":1748936987952,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:47.965595265Z {"level":"ERROR","time":1748936987965,"pid":1,"hostname":"5193f7b95676","violation":{"address":"0xaf7723d1beedd707ed802badea312319836ea4c7","delegatecallStorageAddress":"0xaf7723d1beedd707ed802badea312319836ea4c7","depth":4,"entity":"factory","errorCode":-32502,"rule":"STO-010","callFrameType":"CALL","description":"factory has forbidden write to 0xaf7723d1beedd707ed802badea312319836ea4c7 slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:49:47.965608540Z {"level":"DEBUG","time":1748936987965,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:47.965612297Z {"level":"ERROR","time":1748936987965,"pid":1,"hostname":"5193f7b95676","error":"factory has forbidden write to 0xaf7723d1beedd707ed802badea312319836ea4c7 slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39","msg":"<--- Error handling method requestId(452)"}
bundler-1         | 2025-06-03T07:49:47.968905539Z {"level":"DEBUG","time":1748936987968,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(453)"}
bundler-1         | 2025-06-03T07:49:47.969234885Z {"level":"DEBUG","time":1748936987968,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(453)"}
bundler-1         | 2025-06-03T07:49:48.166155992Z {"level":"DEBUG","time":1748936988165,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(454)"}
bundler-1         | 2025-06-03T07:49:48.168720338Z {"level":"DEBUG","time":1748936988166,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:48.168737230Z {"level":"DEBUG","time":1748936988167,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:48.168742159Z {"level":"DEBUG","time":1748936988167,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:48.168745866Z {"level":"DEBUG","time":1748936988167,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:48.200489040Z {"level":"DEBUG","time":1748936988200,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:48.225091538Z {"level":"DEBUG","time":1748936988224,"pid":1,"hostname":"5193f7b95676","status":"valid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:48.225576534Z {"level":"DEBUG","time":1748936988225,"pid":1,"hostname":"5193f7b95676","msg":"Attempting to replace/add UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:48.225583958Z {"level":"DEBUG","time":1748936988225,"pid":1,"hostname":"5193f7b95676","msg":"Reputation and throttling checks passed"}
bundler-1         | 2025-06-03T07:49:48.225590891Z {"level":"DEBUG","time":1748936988225,"pid":1,"hostname":"5193f7b95676","addr":"0xcb7186f45c445480d0608a7d427aa2a2be4db3b3","msg":"Updating factory count..."}
bundler-1         | 2025-06-03T07:49:48.225595069Z {"level":"DEBUG","time":1748936988225,"pid":1,"hostname":"5193f7b95676","addr":"0xcB7186f45c445480D0608A7D427aa2A2BE4DB3b3","msg":"Updating seen status with reputation manager"}
bundler-1         | 2025-06-03T07:49:48.225599006Z {"level":"DEBUG","time":1748936988225,"pid":1,"hostname":"5193f7b95676","sender":"0xD82f27D6788Dec2f143F99d79a1b737c17103E9e","nonce":"0x0","userOpHash":"0x8564730f022dc5f69e9254739964554a62e1601d0e644f23b92d24e392178f58","status":"pending","is7702":false,"msg":"Successfully added/updated UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:48.225603635Z {"level":"DEBUG","time":1748936988225,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(454)"}
bundler-1         | 2025-06-03T07:49:48.228833282Z {"level":"DEBUG","time":1748936988228,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(455)"}
bundler-1         | 2025-06-03T07:49:48.229144765Z {"level":"DEBUG","time":1748936988228,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(455)"}
bundler-1         | 2025-06-03T07:49:48.424287159Z {"level":"DEBUG","time":1748936988424,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(456)"}
bundler-1         | 2025-06-03T07:49:48.426364354Z {"level":"DEBUG","time":1748936988424,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:48.426377829Z {"level":"DEBUG","time":1748936988425,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:48.426383440Z {"level":"DEBUG","time":1748936988425,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:48.426387247Z {"level":"DEBUG","time":1748936988425,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:48.459686880Z {"level":"DEBUG","time":1748936988459,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:48.486719286Z {"level":"DEBUG","time":1748936988486,"pid":1,"hostname":"5193f7b95676","status":"valid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:48.487211111Z {"level":"DEBUG","time":1748936988486,"pid":1,"hostname":"5193f7b95676","msg":"Attempting to replace/add UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:48.487219627Z {"level":"DEBUG","time":1748936988486,"pid":1,"hostname":"5193f7b95676","msg":"Reputation and throttling checks passed"}
bundler-1         | 2025-06-03T07:49:48.487224205Z {"level":"DEBUG","time":1748936988486,"pid":1,"hostname":"5193f7b95676","addr":"0xb49166957b9f85c8adf5bc98c25189c5d3d51707","msg":"Updating factory count..."}
bundler-1         | 2025-06-03T07:49:48.487228283Z {"level":"DEBUG","time":1748936988486,"pid":1,"hostname":"5193f7b95676","addr":"0xB49166957B9f85c8adf5bc98c25189c5D3d51707","msg":"Updating seen status with reputation manager"}
bundler-1         | 2025-06-03T07:49:48.487232380Z {"level":"DEBUG","time":1748936988486,"pid":1,"hostname":"5193f7b95676","sender":"0x776377c5B3D77bbb33220b1a95B2A71E5F5eAadD","nonce":"0x0","userOpHash":"0x7d8094b9230d40799039012ce74e9f00d34de62bbcb0aaaf221e7254622503d3","status":"pending","is7702":false,"msg":"Successfully added/updated UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:48.487237410Z {"level":"DEBUG","time":1748936988486,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(456)"}
bundler-1         | 2025-06-03T07:49:48.490454783Z {"level":"DEBUG","time":1748936988490,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(457)"}
bundler-1         | 2025-06-03T07:49:48.490769956Z {"level":"DEBUG","time":1748936988490,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(457)"}
bundler-1         | 2025-06-03T07:49:48.584992623Z {"level":"DEBUG","time":1748936988584,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(458)"}
bundler-1         | 2025-06-03T07:49:48.587180518Z {"level":"DEBUG","time":1748936988584,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:48.587192460Z {"level":"DEBUG","time":1748936988585,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:48.587196117Z {"level":"DEBUG","time":1748936988585,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:48.587198621Z {"level":"DEBUG","time":1748936988585,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:48.621199831Z {"level":"DEBUG","time":1748936988621,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:48.649106224Z {"level":"DEBUG","time":1748936988649,"pid":1,"hostname":"5193f7b95676","status":"valid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:48.649612611Z {"level":"DEBUG","time":1748936988649,"pid":1,"hostname":"5193f7b95676","msg":"Attempting to replace/add UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:48.649619904Z {"level":"DEBUG","time":1748936988649,"pid":1,"hostname":"5193f7b95676","msg":"Reputation and throttling checks passed"}
bundler-1         | 2025-06-03T07:49:48.649624503Z {"level":"DEBUG","time":1748936988649,"pid":1,"hostname":"5193f7b95676","addr":"0x5b92ddff9f6109192ba3d7a1b9396a49b6fcc80c","msg":"Updating factory count..."}
bundler-1         | 2025-06-03T07:49:48.649628911Z {"level":"DEBUG","time":1748936988649,"pid":1,"hostname":"5193f7b95676","addr":"0x5B92DDff9F6109192Ba3d7a1B9396a49b6Fcc80c","msg":"Updating seen status with reputation manager"}
bundler-1         | 2025-06-03T07:49:48.649633199Z {"level":"DEBUG","time":1748936988649,"pid":1,"hostname":"5193f7b95676","sender":"0x6cD02b4fF6685aa799Df879763042E047824d4F3","nonce":"0x0","userOpHash":"0x1d2f69d78ae4099b8a9fc08b1fff08e4a7ab017d9fe08b1754f3fb2393b04f6d","status":"pending","is7702":false,"msg":"Successfully added/updated UserOperation to mempool"}
