Attaching to bundler-test-executor_bundler-waiter_1, bundler-test-executor_bundler_1, bundler-test-executor_deployer_1, bundler-test-executor_funder_1, geth-1.14
[33mbundler_1         |[0m 2024-07-22T01:09:49.018304515Z (node:1) ExperimentalWarning: Importing JSON modules is an experimental feature and might change at any time
[33mbundler_1         |[0m 2024-07-22T01:13:07.892164659Z {"level":"DEBUG","time":1721610787892,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:07.895033409Z {"level":"DEBUG","time":1721610787892,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:07.895053206Z {"level":"DEBUG","time":1721610787892,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:07.895062583Z {"level":"DEBUG","time":1721610787892,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.095205880Z {"level":"DEBUG","time":1721610788094,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.098518871Z {"level":"DEBUG","time":1721610788098,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1240000000000000000","userOpHash":"0x140fdd4e73176fd79d2fcf3e06342263031619cc0759da7b1e27ff50f7cb0a52","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.102070845Z {"level":"DEBUG","time":1721610788101,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.105188168Z {"level":"DEBUG","time":1721610788101,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.105207203Z {"level":"DEBUG","time":1721610788102,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.105216310Z {"level":"DEBUG","time":1721610788102,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.290501447Z {"level":"DEBUG","time":1721610788290,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.293662419Z {"level":"DEBUG","time":1721610788293,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1250000000000000000","userOpHash":"0x6b83a00b1a11ca5cf0510ea9ae2cc4e6e5dd38cb81bafe5f7273f43b2d8079d3","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.297435160Z {"level":"DEBUG","time":1721610788297,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.300061340Z {"level":"DEBUG","time":1721610788299,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.302652217Z {"level":"DEBUG","time":1721610788299,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.302667154Z {"level":"DEBUG","time":1721610788300,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.302672484Z {"level":"DEBUG","time":1721610788300,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.485700865Z {"level":"DEBUG","time":1721610788485,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.488967986Z {"level":"DEBUG","time":1721610788488,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1260000000000000000","userOpHash":"0x356c383a33f537c2f55d316d7485c494327e5377c2bb908c40bd243923161955","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.493171267Z {"level":"DEBUG","time":1721610788493,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.495960859Z {"level":"DEBUG","time":1721610788493,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.495973072Z {"level":"DEBUG","time":1721610788493,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.495978552Z {"level":"DEBUG","time":1721610788493,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.680618547Z {"level":"DEBUG","time":1721610788680,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.683673394Z {"level":"DEBUG","time":1721610788683,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1270000000000000000","userOpHash":"0xdf0c0c840510a23f517da0407e97dc8346aea76f194a885ff1b9259d002a732a","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.687104762Z {"level":"DEBUG","time":1721610788686,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.689892558Z {"level":"DEBUG","time":1721610788687,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.689911393Z {"level":"DEBUG","time":1721610788687,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.689918927Z {"level":"DEBUG","time":1721610788687,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.882488778Z {"level":"DEBUG","time":1721610788882,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.885662870Z {"level":"DEBUG","time":1721610788885,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1280000000000000000","userOpHash":"0x18e079cdb8f9e08f07297c978bf300ea05ae216b9309ffb8a9a979d020030f1e","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.889570468Z {"level":"DEBUG","time":1721610788889,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.893209380Z {"level":"DEBUG","time":1721610788889,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.893226542Z {"level":"DEBUG","time":1721610788889,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:08.893232233Z {"level":"DEBUG","time":1721610788890,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.094652731Z {"level":"DEBUG","time":1721610789094,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.098313206Z {"level":"DEBUG","time":1721610789098,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1290000000000000000","userOpHash":"0xc2694a9e5d1d2c7bd1dabd36032b62f33367b32f42e861dc5353d87b542da6b4","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.102222999Z {"level":"DEBUG","time":1721610789102,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.105307464Z {"level":"DEBUG","time":1721610789105,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.108096534Z {"level":"DEBUG","time":1721610789105,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.108109017Z {"level":"DEBUG","time":1721610789105,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.108117092Z {"level":"DEBUG","time":1721610789105,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.304736221Z {"level":"DEBUG","time":1721610789304,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.308022318Z {"level":"DEBUG","time":1721610789307,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x12a0000000000000000","userOpHash":"0xf63dfd8d0dc4a5c6afe216ae0064377f8c4216c1883dbf3895475bcef8fafb09","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.312067265Z {"level":"DEBUG","time":1721610789311,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.314798901Z {"level":"DEBUG","time":1721610789311,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.314813138Z {"level":"DEBUG","time":1721610789312,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.314818558Z {"level":"DEBUG","time":1721610789312,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.516272488Z {"level":"DEBUG","time":1721610789516,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.519414066Z {"level":"DEBUG","time":1721610789519,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x12b0000000000000000","userOpHash":"0x2aa8d9cb9f83a89714fb5f613fa528e871720089580bcc54f15ac558319ff6ef","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.523302522Z {"level":"DEBUG","time":1721610789523,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.526254845Z {"level":"DEBUG","time":1721610789523,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.526303956Z {"level":"DEBUG","time":1721610789523,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.526312192Z {"level":"DEBUG","time":1721610789523,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.729423846Z {"level":"DEBUG","time":1721610789729,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.732547112Z {"level":"DEBUG","time":1721610789732,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x12c0000000000000000","userOpHash":"0x3a87d4622797b8097bf9de02cdda5305d0689e8d4b0bcd0bc3f6935a98baa10d","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.736276210Z {"level":"DEBUG","time":1721610789736,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.739161704Z {"level":"DEBUG","time":1721610789736,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.739176321Z {"level":"DEBUG","time":1721610789736,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.739187331Z {"level":"DEBUG","time":1721610789736,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.927821544Z {"level":"DEBUG","time":1721610789927,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.930963393Z {"level":"DEBUG","time":1721610789930,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x12d0000000000000000","userOpHash":"0x3db6057c103f7fa2423e6ef4e93145a29dd99059f0cf29290e21872854a7a8b1","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.934644062Z {"level":"DEBUG","time":1721610789934,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.937062677Z {"level":"DEBUG","time":1721610789936,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.939701714Z {"level":"DEBUG","time":1721610789936,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.939715690Z {"level":"DEBUG","time":1721610789937,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:09.939723775Z {"level":"DEBUG","time":1721610789937,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.135366146Z {"level":"DEBUG","time":1721610790135,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.138342637Z {"level":"DEBUG","time":1721610790138,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x12e0000000000000000","userOpHash":"0x5d3804740722b9681b2d201f854bd8f458856b5c7c86c0452b2da1fe8794ee5d","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.142221155Z {"level":"DEBUG","time":1721610790142,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.144897195Z {"level":"DEBUG","time":1721610790142,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.144910539Z {"level":"DEBUG","time":1721610790142,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.144916601Z {"level":"DEBUG","time":1721610790142,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.345000741Z {"level":"DEBUG","time":1721610790344,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.346955915Z {"level":"DEBUG","time":1721610790346,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x12f0000000000000000","userOpHash":"0xd981f2a7407b38c49e2f3d22b59b8eadf9d77606a3fae2deb37ec74cde0be788","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.350684944Z {"level":"DEBUG","time":1721610790350,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.353514878Z {"level":"DEBUG","time":1721610790350,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.353529355Z {"level":"DEBUG","time":1721610790350,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.353534795Z {"level":"DEBUG","time":1721610790351,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.555785391Z {"level":"DEBUG","time":1721610790555,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.558839807Z {"level":"DEBUG","time":1721610790558,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1300000000000000000","userOpHash":"0x2d8cd63d7141afb9e2744180840ae6b056740790ac0f571d6a2427a2fa713add","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.562506559Z {"level":"DEBUG","time":1721610790562,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.565155624Z {"level":"DEBUG","time":1721610790562,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.565171103Z {"level":"DEBUG","time":1721610790562,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.565179038Z {"level":"DEBUG","time":1721610790562,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.762802999Z {"level":"DEBUG","time":1721610790762,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.765970617Z {"level":"DEBUG","time":1721610790765,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1310000000000000000","userOpHash":"0xf8ab5ca4a7434db87f44537fb607803eed8bcb5cd1070b19cd1f11e9e1f7964c","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.769598318Z {"level":"DEBUG","time":1721610790769,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.772061785Z {"level":"DEBUG","time":1721610790771,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.774632739Z {"level":"DEBUG","time":1721610790771,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.774650292Z {"level":"DEBUG","time":1721610790772,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.774659809Z {"level":"DEBUG","time":1721610790772,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.972261214Z {"level":"DEBUG","time":1721610790972,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.975781866Z {"level":"DEBUG","time":1721610790975,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1320000000000000000","userOpHash":"0xb14d9371cfa3fc5b103f1e6a7d4cfa894c29bec9f836c45d470dd7b833f3c653","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.980013220Z {"level":"DEBUG","time":1721610790979,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.983047999Z {"level":"DEBUG","time":1721610790979,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.983066974Z {"level":"DEBUG","time":1721610790980,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:10.983076542Z {"level":"DEBUG","time":1721610790980,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.189158994Z {"level":"DEBUG","time":1721610791188,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.192237565Z {"level":"DEBUG","time":1721610791192,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1330000000000000000","userOpHash":"0x088cfcbb05712c2a82b8aaf84e9c95361d8a432184c9e4c4e86d7db6d957d78c","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.196355710Z {"level":"DEBUG","time":1721610791196,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.199507256Z {"level":"DEBUG","time":1721610791196,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.199520531Z {"level":"DEBUG","time":1721610791196,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.199548653Z {"level":"DEBUG","time":1721610791196,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.401321534Z {"level":"DEBUG","time":1721610791401,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.404653997Z {"level":"DEBUG","time":1721610791404,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1340000000000000000","userOpHash":"0xaa5340478bb9de2422e01e98cb973252614f80d9ac5f8eaa5c92621c3d4051c5","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.408869921Z {"level":"DEBUG","time":1721610791408,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.411717500Z {"level":"DEBUG","time":1721610791408,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.411732888Z {"level":"DEBUG","time":1721610791408,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.411740833Z {"level":"DEBUG","time":1721610791409,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.607115540Z {"level":"DEBUG","time":1721610791606,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.611039933Z {"level":"DEBUG","time":1721610791610,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1350000000000000000","userOpHash":"0x918670ba6f71f278ede530c9d3b3fa20d11a7950ab70e103a7ac956ca7400653","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.615533573Z {"level":"DEBUG","time":1721610791615,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.618785186Z {"level":"DEBUG","time":1721610791618,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.622597159Z {"level":"DEBUG","time":1721610791618,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.622613069Z {"level":"DEBUG","time":1721610791618,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.622621965Z {"level":"DEBUG","time":1721610791619,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.820229308Z {"level":"DEBUG","time":1721610791820,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.823243630Z {"level":"DEBUG","time":1721610791823,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1360000000000000000","userOpHash":"0x1382882df57ab366990283a7d72c1fab11294a9f2882a8db2a81faf0880fefad","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.827528770Z {"level":"DEBUG","time":1721610791827,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.830478240Z {"level":"DEBUG","time":1721610791827,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.830496054Z {"level":"DEBUG","time":1721610791827,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:11.830506393Z {"level":"DEBUG","time":1721610791827,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.036755709Z {"level":"DEBUG","time":1721610792036,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.039702725Z {"level":"DEBUG","time":1721610792039,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1370000000000000000","userOpHash":"0x003714990ff6b621c600ec30639fc16e2b91c3f81f9b50a52bf48f6db8c9b078","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.043635633Z {"level":"DEBUG","time":1721610792043,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.046541132Z {"level":"DEBUG","time":1721610792043,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
